"Precinct: 30001 ","Polling Place: ",1,,,"Precinct: 30002 ","Polling Place: ",1,,,"Precinct: 30003 ","Polling Place: ",1,,
"Precinct: 30547 ","Polling Place: ",5,,,"Precinct: 30548 ","Polling Place: ",1,,,"Precinct: 30548 ","Polling Place: ",2,,
"Fairfield Baptist Mission School, Neezoe Community ",,,,,"St. Francis School Bldg., Jacob’s Tow n ",,,,,"St. Francis School Bldg., Jacob’s Tow n ",,,,
"Registered Voters: ",614,,,,"Registered Voters: ",492,,,,"Registered Voters: ",521,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,296,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,148,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,156
"WEAH, George Manneh (CDC) ",,,,143,"WEAH, George Manneh (CDC) ",,,,189,"WEAH, George Manneh (CDC) ",,,,179
,"Valid Votes: ",,,439,,"Valid Votes: ",,,337,,"Valid Votes: ",,,335
,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,11,,"Invalid Votes: ",,,12
,"Total Votes: ",,,443,,"Total Votes: ",,,348,,"Total Votes: ",,,347
"Precinct: 30548 ","Polling Place: ",3,,,"Precinct: 30548 ","Polling Place: ",4,,,"Precinct: 30548 ","Polling Place: ",5,,
"St. Francis School Bldg., Jacob’s Tow n ",,,,,"St. Francis School Bldg., Jacob’s Tow n ",,,,,"St. Francis School Bldg., Jacob’s Tow n ",,,,
"Registered Voters: ",496,,,,"Registered Voters: ",516,,,,"Registered Voters: ",476,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,143,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,170,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,150
"WEAH, George Manneh (CDC) ",,,,181,"WEAH, George Manneh (CDC) ",,,,185,"WEAH, George Manneh (CDC) ",,,,164
,"Valid Votes: ",,,324,,"Valid Votes: ",,,355,,"Valid Votes: ",,,314
,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,12,,"Invalid Votes: ",,,6
,"Total Votes: ",,,334,,"Total Votes: ",,,367,,"Total Votes: ",,,320
"Precinct: 30549 ","Polling Place: ",1,,,"Precinct: 30549 ","Polling Place: ",2,,,"Precinct: 30549 ","Polling Place: ",3,,
"A.g.m. School Bldg., Jacob’s Tow n ",,,,,"A.g.m. School Bldg., Jacob’s Tow n ",,,,,"A.g.m. School Bldg., Jacob’s Tow n ",,,,
"Registered Voters: ",532,,,,"Registered Voters: ",524,,,,"Registered Voters: ",530,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,286,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,249,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,257
"WEAH, George Manneh (CDC) ",,,,108,"WEAH, George Manneh (CDC) ",,,,127,"WEAH, George Manneh (CDC) ",,,,151
,"Valid Votes: ",,,394,,"Valid Votes: ",,,376,,"Valid Votes: ",,,408
,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,4
,"Total Votes: ",,,402,,"Total Votes: ",,,385,,"Total Votes: ",,,412
"Precinct: 30549 ","Polling Place: ",4,,,"Precinct: 30549 ","Polling Place: ",5,,,"Precinct: 30549 ","Polling Place: ",6,,
"A.g.m. School Bldg., Jacob’s Tow n ",,,,,"A.g.m. School Bldg., Jacob’s Tow n ",,,,,"A.g.m. School Bldg., Jacob’s Tow n ",,,,
"Registered Voters: ",505,,,,"Registered Voters: ",561,,,,"Registered Voters: ",481,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,220,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,262,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,252
"WEAH, George Manneh (CDC) ",,,,144,"WEAH, George Manneh (CDC) ",,,,136,"WEAH, George Manneh (CDC) ",,,,115
,"Valid Votes: ",,,364,,"Valid Votes: ",,,398,,"Valid Votes: ",,,367
,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,14,,"Invalid Votes: ",,,2
,"Total Votes: ",,,370,,"Total Votes: ",,,412,,"Total Votes: ",,,369
"Precinct: 30550 ","Polling Place: ",1,,,"Precinct: 30550 ","Polling Place: ",2,,,"Precinct: 30550 ","Polling Place: ",3,,
"M.v.t.c. Compound 1, M.v.t.c. Community. ",,,,,"M.v.t.c. Compound 1, M.v.t.c. Community. ",,,,,"M.v.t.c. Compound 1, M.v.t.c. Community.",,,,
"Registered Voters: ",472,,,,"Registered Voters: ",519,,,,"Registered Voters: ",526,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,157,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,169,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,183
"WEAH, George Manneh (CDC) ",,,,150,"WEAH, George Manneh (CDC) ",,,,162,"WEAH, George Manneh (CDC) ",,,,159
,"Valid Votes: ",,,307,,"Valid Votes: ",,,331,,"Valid Votes: ",,,342
,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,11,,"Invalid Votes: ",,,8
,"Total Votes: ",,,315,,"Total Votes: ",,,342,,"Total Votes: ",,,350
"Precinct: 30550 ","Polling Place: ",4,,,"Precinct: 30550 ","Polling Place: ",5,,,"Precinct: 30551 ","Polling Place: ",1,,
"M.v.t.c. Compound 1, M.v.t.c. Community. ",,,,,"M.v.t.c. Compound 1, M.v.t.c. Community. ",,,,,"M.v.t.c. Compound 2, Double Bridge ",,,,
"Registered Voters: ",484,,,,"Registered Voters: ",485,,,,"Registered Voters: ",557,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,154,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,169,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,196
"WEAH, George Manneh (CDC) ",,,,141,"WEAH, George Manneh (CDC) ",,,,151,"WEAH, George Manneh (CDC) ",,,,168
,"Valid Votes: ",,,295,,"Valid Votes: ",,,320,,"Valid Votes: ",,,364
,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,3
,"Total Votes: ",,,301,,"Total Votes: ",,,329,,"Total Votes: ",,,367
"Precinct: 30551 ","Polling Place: ",2,,,"Precinct: 30551 ","Polling Place: ",3,,,"Precinct: 30551 ","Polling Place: ",4,,
"M.v.t.c. Compound 2, Double Bridge ",,,,,"M.v.t.c. Compound 2, Double Bridge ",,,,,"M.v.t.c. Compound 2, Double Bridge ",,,,
"Registered Voters: ",560,,,,"Registered Voters: ",540,,,,"Registered Voters: ",585,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,188,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,175,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,201
"WEAH, George Manneh (CDC) ",,,,169,"WEAH, George Manneh (CDC) ",,,,176,"WEAH, George Manneh (CDC) ",,,,186
,"Valid Votes: ",,,357,,"Valid Votes: ",,,351,,"Valid Votes: ",,,387
,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,4
,"Total Votes: ",,,365,,"Total Votes: ",,,359,,"Total Votes: ",,,391
"Precinct: 30552 ","Polling Place: ",1,,,"Precinct: 30552 ","Polling Place: ",2,,,"Precinct: 30552 ","Polling Place: ",3,,
"Ann Sandell Institute I, Police Academy ",,,,,"Ann Sandell Institute I, Police Academy ",,,,,"Ann Sandell Institute I, Police Academy",,,,
"Registered Voters: ",587,,,,"Registered Voters: ",571,,,,"Registered Voters: ",577,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,294,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,279,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,272
"WEAH, George Manneh (CDC) ",,,,107,"WEAH, George Manneh (CDC) ",,,,117,"WEAH, George Manneh (CDC) ",,,,113
,"Valid Votes: ",,,401,,"Valid Votes: ",,,396,,"Valid Votes: ",,,385
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,9
,"Total Votes: ",,,408,,"Total Votes: ",,,401,,"Total Votes: ",,,394
"Precinct: 30552 ","Polling Place: ",4,,,"Precinct: 30552 ","Polling Place: ",5,,,"Precinct: 30553 ","Polling Place: ",1,,
"Ann Sandell Institute I, Police Academy ",,,,,"Ann Sandell Institute I, Police Academy ",,,,,"Ann Sandell Institute Ii, Police Academy",,,,
"Registered Voters: ",525,,,,"Registered Voters: ",604,,,,"Registered Voters: ",559,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,257,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,306,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,271
"WEAH, George Manneh (CDC) ",,,,90,"WEAH, George Manneh (CDC) ",,,,123,"WEAH, George Manneh (CDC) ",,,,102
,"Valid Votes: ",,,347,,"Valid Votes: ",,,429,,"Valid Votes: ",,,373
,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,2
,"Total Votes: ",,,351,,"Total Votes: ",,,435,,"Total Votes: ",,,375
"Precinct: 30553 ","Polling Place: ",2,,,"Precinct: 30553 ","Polling Place: ",3,,,"Precinct: 30553 ","Polling Place: ",4,,
"Ann Sandell Institute Ii, Police Academy ",,,,,"Ann Sandell Institute Ii, Police Academy ",,,,,"Ann Sandell Institute Ii, Police Academy",,,,
"Registered Voters: ",564,,,,"Registered Voters: ",607,,,,"Registered Voters: ",599,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,268,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,268,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,272
"WEAH, George Manneh (CDC) ",,,,130,"WEAH, George Manneh (CDC) ",,,,122,"WEAH, George Manneh (CDC) ",,,,119
,"Valid Votes: ",,,398,,"Valid Votes: ",,,390,,"Valid Votes: ",,,391
,"Invalid Votes: ",,,14,,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,7
,"Total Votes: ",,,412,,"Total Votes: ",,,396,,"Total Votes: ",,,398
"Precinct: 30553 ","Polling Place: ",5,,,"Precinct: 30554 ","Polling Place: ",1,,,"Precinct: 30554 ","Polling Place: ",2,,
"Ann Sandell Institute Ii, Police Academy ",,,,,"Seymour Grann School, Duport Road ",,,,,"Seymour Grann School, Duport Road ",,,,
"Registered Voters: ",576,,,,"Registered Voters: ",602,,,,"Registered Voters: ",625,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,269,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,331,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,370
"WEAH, George Manneh (CDC) ",,,,126,"WEAH, George Manneh (CDC) ",,,,95,"WEAH, George Manneh (CDC) ",,,,87
,"Valid Votes: ",,,395,,"Valid Votes: ",,,426,,"Valid Votes: ",,,457
,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,18,,"Invalid Votes: ",,,4
,"Total Votes: ",,,400,,"Total Votes: ",,,444,,"Total Votes: ",,,461
"Precinct: 30554 ","Polling Place: ",3,,,"Precinct: 30554 ","Polling Place: ",4,,,"Precinct: 30554 ","Polling Place: ",5,,
"Seymour Grann School, Duport Road ",,,,,"Seymour Grann School, Duport Road ",,,,,"Seymour Grann School, Duport Road ",,,,
"Registered Voters: ",559,,,,"Registered Voters: ",541,,,,"Registered Voters: ",549,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,302,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,303,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,302
"WEAH, George Manneh (CDC) ",,,,86,"WEAH, George Manneh (CDC) ",,,,87,"WEAH, George Manneh (CDC) ",,,,97
,"Valid Votes: ",,,388,,"Valid Votes: ",,,390,,"Valid Votes: ",,,399
,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,4
,"Total Votes: ",,,398,,"Total Votes: ",,,395,,"Total Votes: ",,,403
"Precinct: 30554 ","Polling Place: ",6,,,"Precinct: 30555 ","Polling Place: ",1,,,"Precinct: 30555 ","Polling Place: ",2,,
"Seymour Grann School, Duport Road ",,,,,"Paynesville City Hall , Paynesville Central ",,,,,"Paynesville City Hall , Paynesville Central ",,,,
"Registered Voters: ",612,,,,"Registered Voters: ",547,,,,"Registered Voters: ",524,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,329,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,287,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,282
"WEAH, George Manneh (CDC) ",,,,111,"WEAH, George Manneh (CDC) ",,,,129,"WEAH, George Manneh (CDC) ",,,,110
,"Valid Votes: ",,,440,,"Valid Votes: ",,,416,,"Valid Votes: ",,,392
,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,12
,"Total Votes: ",,,450,,"Total Votes: ",,,426,,"Total Votes: ",,,404
"Precinct: 30555 ","Polling Place: ",3,,,"Precinct: 30555 ","Polling Place: ",4,,,"Precinct: 30555 ","Polling Place: ",5,,
"Paynesville City Hall , Paynesville Central ",,,,,"Paynesville City Hall , Paynesville Central ",,,,,"Paynesville City Hall , Paynesville Central ",,,,
"Registered Voters: ",512,,,,"Registered Voters: ",589,,,,"Registered Voters: ",577,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,273,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,317,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,317
"WEAH, George Manneh (CDC) ",,,,112,"WEAH, George Manneh (CDC) ",,,,112,"WEAH, George Manneh (CDC) ",,,,113
,"Valid Votes: ",,,385,,"Valid Votes: ",,,429,,"Valid Votes: ",,,430
,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,6
,"Total Votes: ",,,387,,"Total Votes: ",,,437,,"Total Votes: ",,,436
"Precinct: 30555 ","Polling Place: ",6,,,"Precinct: 30556 ","Polling Place: ",1,,,"Precinct: 30556 ","Polling Place: ",2,,
"Paynesville City Hall , Paynesville Central ",,,,,"William Bean  Institute, Paynesville Central ",,,,,"William Bean  Institute, Paynesville Central ",,,,
"Registered Voters: ",571,,,,"Registered Voters: ",608,,,,"Registered Voters: ",540,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,315,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,340,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,273
"WEAH, George Manneh (CDC) ",,,,113,"WEAH, George Manneh (CDC) ",,,,104,"WEAH, George Manneh (CDC) ",,,,97
,"Valid Votes: ",,,428,,"Valid Votes: ",,,444,,"Valid Votes: ",,,370
,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,12
,"Total Votes: ",,,436,,"Total Votes: ",,,453,,"Total Votes: ",,,382
"Precinct: 30556 ","Polling Place: ",3,,,"Precinct: 30556 ","Polling Place: ",4,,,"Precinct: 30556 ","Polling Place: ",5,,
"William Bean  Institute, Paynesville Central ",,,,,"William Bean  Institute, Paynesville Central ",,,,,"William Bean  Institute, Paynesville Central ",,,,
"Registered Voters: ",602,,,,"Registered Voters: ",605,,,,"Registered Voters: ",629,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,311,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,323,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,373
"WEAH, George Manneh (CDC) ",,,,98,"WEAH, George Manneh (CDC) ",,,,115,"WEAH, George Manneh (CDC) ",,,,97
,"Valid Votes: ",,,409,,"Valid Votes: ",,,438,,"Valid Votes: ",,,470
,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,17,,"Invalid Votes: ",,,12
,"Total Votes: ",,,417,,"Total Votes: ",,,455,,"Total Votes: ",,,482
"Precinct: 30556 ","Polling Place: ",6,,,"Precinct: 30557 ","Polling Place: ",1,,,"Precinct: 30557 ","Polling Place: ",2,,
"William Bean  Institute, Paynesville Central ",,,,,"Paynesville Community School, Joe Bar Community ",,,,,"Paynesville Community School, Joe Bar Community ",,,,
"Registered Voters: ",546,,,,"Registered Voters: ",569,,,,"Registered Voters: ",480,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,302,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,333,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,264
"WEAH, George Manneh (CDC) ",,,,100,"WEAH, George Manneh (CDC) ",,,,90,"WEAH, George Manneh (CDC) ",,,,106
,"Valid Votes: ",,,402,,"Valid Votes: ",,,423,,"Valid Votes: ",,,370
,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,12,,"Invalid Votes: ",,,6
,"Total Votes: ",,,411,,"Total Votes: ",,,435,,"Total Votes: ",,,376
"Precinct: 30557 ","Polling Place: ",3,,,"Precinct: 30557 ","Polling Place: ",4,,,"Precinct: 30557 ","Polling Place: ",5,,
"Paynesville Community School, Joe Bar Community ",,,,,"Paynesville Community School, Joe Bar Community ",,,,,"Paynesville Community School, Joe Bar Community ",,,,
"Registered Voters: ",504,,,,"Registered Voters: ",546,,,,"Registered Voters: ",552,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,261,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,299,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,301
"WEAH, George Manneh (CDC) ",,,,100,"WEAH, George Manneh (CDC) ",,,,115,"WEAH, George Manneh (CDC) ",,,,104
,"Valid Votes: ",,,361,,"Valid Votes: ",,,414,,"Valid Votes: ",,,405
,"Invalid Votes: ",,,14,,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,10
,"Total Votes: ",,,375,,"Total Votes: ",,,417,,"Total Votes: ",,,415
"Precinct: 30557 ","Polling Place: ",6,,,"Precinct: 30558 ","Polling Place: ",1,,,"Precinct: 30558 ","Polling Place: ",2,,
"Paynesville Community School, Joe Bar Community ",,,,,"Seventh Day Adventist School, Elw a Junction ",,,,,"Seventh Day Adventist School, Elw a Junction ",,,,
"Registered Voters: ",546,,,,"Registered Voters: ",595,,,,"Registered Voters: ",504,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,294,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,290,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,236
"WEAH, George Manneh (CDC) ",,,,115,"WEAH, George Manneh (CDC) ",,,,132,"WEAH, George Manneh (CDC) ",,,,123
,"Valid Votes: ",,,409,,"Valid Votes: ",,,422,,"Valid Votes: ",,,359
,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,16,,"Invalid Votes: ",,,7
,"Total Votes: ",,,415,,"Total Votes: ",,,438,,"Total Votes: ",,,366
"Precinct: 30558 ","Polling Place: ",3,,,"Precinct: 30558 ","Polling Place: ",4,,,"Precinct: 30558 ","Polling Place: ",5,,
"Seventh Day Adventist School, Elw a Junction ",,,,,"Seventh Day Adventist School, Elw a Junction ",,,,,"Seventh Day Adventist School, Elw a Junction ",,,,
"Registered Voters: ",509,,,,"Registered Voters: ",579,,,,"Registered Voters: ",582,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,239,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,288,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,297
"WEAH, George Manneh (CDC) ",,,,130,"WEAH, George Manneh (CDC) ",,,,139,"WEAH, George Manneh (CDC) ",,,,133
,"Valid Votes: ",,,369,,"Valid Votes: ",,,427,,"Valid Votes: ",,,430
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,9
,"Total Votes: ",,,376,,"Total Votes: ",,,434,,"Total Votes: ",,,439
"Precinct: 30558 ","Polling Place: ",6,,,"Precinct: 30558 ","Polling Place: ",7,,,"Precinct: 30559 ","Polling Place: ",1,,
"Seventh Day Adventist School, Elw a Junction ",,,,,"Seventh Day Adventist School, Elw a Junction ",,,,,"Dyfater School Building , 12 Houses Road",,,,
"Registered Voters: ",595,,,,"Registered Voters: ",551,,,,"Registered Voters: ",549,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,308,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,273,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,252
"WEAH, George Manneh (CDC) ",,,,134,"WEAH, George Manneh (CDC) ",,,,142,"WEAH, George Manneh (CDC) ",,,,140
,"Valid Votes: ",,,442,,"Valid Votes: ",,,415,,"Valid Votes: ",,,392
,"Invalid Votes: ",,,12,,"Invalid Votes: ",,,1,,"Invalid Votes: ",,,7
,"Total Votes: ",,,454,,"Total Votes: ",,,416,,"Total Votes: ",,,399
"Precinct: 30559 ","Polling Place: ",2,,,"Precinct: 30559 ","Polling Place: ",3,,,"Precinct: 30559 ","Polling Place: ",4,,
"Dyfater School Building , 12 Houses Road ",,,,,"Dyfater School Building , 12 Houses Road ",,,,,"Dyfater School Building , 12 Houses Road",,,,
"Registered Voters: ",514,,,,"Registered Voters: ",574,,,,"Registered Voters: ",597,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,201,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,238,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,244
"WEAH, George Manneh (CDC) ",,,,144,"WEAH, George Manneh (CDC) ",,,,169,"WEAH, George Manneh (CDC) ",,,,163
,"Valid Votes: ",,,345,,"Valid Votes: ",,,407,,"Valid Votes: ",,,407
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,8
,"Total Votes: ",,,352,,"Total Votes: ",,,413,,"Total Votes: ",,,415
"Precinct: 30559 ","Polling Place: ",5,,,"Precinct: 30559 ","Polling Place: ",6,,,"Precinct: 30560 ","Polling Place: ",1,,
"Dyfater School Building , 12 Houses Road ",,,,,"Dyfater School Building , 12 Houses Road ",,,,,"Carver Mission School, Sports Complex Comm.",,,,
"Registered Voters: ",549,,,,"Registered Voters: ",588,,,,"Registered Voters: ",544,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
